{0, 60, 0, 20, 0, 12, 0, 60, 0, 20, 0, 60, 0, 60, 0, 4, 0, 60, 0, 60, 0, 20, 0, 60, 0, 12, 0, 20, 0, 60, 0, 60, 0, 20, 0, 12, 0, 60, 0, 20, 0, 60, 0, 60, 0, 4, 0, 60, 0, 60, 0, 20, 0, 60, 0, 12, 0, 20, 0, 60},
{0, 60, 30, 0, 15, 0, 0, 60, 15, 0, 0, 60, 0, 60, 30, 0, 15, 60, 0, 60, 0, 0, 30, 60, 0, 0, 30, 0, 15, 60, 0, 60, 15, 0, 30, 0, 0, 60, 30, 0, 0, 60, 0, 60, 15, 0, 30, 60, 0, 60, 0, 0, 15, 60, 0, 0, 15, 0, 30, 60},
{0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60, 0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60},
{0, 60, 30, 20, 0, 0, 10, 60, 0, 20, 0, 60, 0, 60, 30, 0, 0, 60, 10, 60, 0, 20, 30, 60, 0, 0, 30, 20, 0, 60, 0, 60, 0, 20, 30, 0, 0, 60, 30, 20, 0, 60, 10, 60, 0, 0, 30, 60, 0, 60, 0, 20, 0, 60, 10, 0, 0, 20, 30, 60},
{0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60, 0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60},
{0, 60, 30, 0, 15, 12, 0, 60, 15, 0, 6, 60, 0, 60, 30, 0, 15, 60, 0, 60, 3, 0, 30, 60, 0, 12, 30, 0, 15, 60, 0, 60, 15, 0, 30, 12, 0, 60, 30, 0, 3, 60, 0, 60, 15, 0, 30, 60, 0, 60, 6, 0, 15, 60, 0, 12, 15, 0, 30, 60},
{0, 60, 0, 20, 0, 0, 0, 60, 0, 20, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 20, 0, 60, 0, 0, 0, 20, 0, 60, 0, 60, 0, 20, 0, 0, 0, 60, 0, 20, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 20, 0, 60, 0, 0, 0, 20, 0, 60},
{0, 60, 30, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 30, 0, 0, 60, 0, 60, 0, 0, 30, 60, 0, 0, 30, 0, 0, 60, 0, 60, 0, 0, 30, 0, 0, 60, 30, 0, 0, 60, 0, 60, 0, 0, 30, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 30, 60},
{0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60, 0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60},
{0, 60, 30, 20, 15, 0, 10, 60, 15, 20, 0, 60, 5, 60, 30, 0, 15, 60, 10, 60, 0, 20, 30, 60, 5, 0, 30, 20, 15, 60, 0, 60, 15, 20, 30, 0, 5, 60, 30, 20, 0, 60, 10, 60, 15, 0, 30, 60, 5, 60, 0, 20, 15, 60, 10, 0, 15, 20, 30, 60},
{0, 60, 0, 0, 0, 12, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 12, 0, 0, 0, 60, 0, 60, 0, 0, 0, 12, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 12, 0, 0, 0, 60},
{0, 60, 30, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 30, 0, 0, 60, 0, 60, 0, 0, 30, 60, 0, 0, 30, 0, 0, 60, 0, 60, 0, 0, 30, 0, 0, 60, 30, 0, 0, 60, 0, 60, 0, 0, 30, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 30, 60},
{0, 60, 0, 20, 0, 0, 0, 60, 0, 20, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 20, 0, 60, 0, 0, 0, 20, 0, 60, 0, 60, 0, 20, 0, 0, 0, 60, 0, 20, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 20, 0, 60, 0, 0, 0, 20, 0, 60},
{0, 60, 30, 0, 15, 0, 0, 60, 15, 0, 0, 60, 0, 60, 30, 0, 15, 60, 0, 60, 0, 0, 30, 60, 0, 0, 30, 0, 15, 60, 0, 60, 15, 0, 30, 0, 0, 60, 30, 0, 0, 60, 0, 60, 15, 0, 30, 60, 0, 60, 0, 0, 15, 60, 0, 0, 15, 0, 30, 60},
{0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60, 0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60},
{0, 60, 30, 20, 0, 12, 10, 60, 0, 20, 6, 60, 0, 60, 30, 4, 0, 60, 10, 60, 0, 20, 30, 60, 0, 12, 30, 20, 0, 60, 2, 60, 0, 20, 30, 12, 0, 60, 30, 20, 0, 60, 10, 60, 0, 4, 30, 60, 0, 60, 6, 20, 0, 60, 10, 12, 0, 20, 30, 60},
{0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60, 0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60},
{0, 60, 30, 0, 15, 0, 0, 60, 15, 0, 0, 60, 0, 60, 30, 0, 15, 60, 0, 60, 0, 0, 30, 60, 0, 0, 30, 0, 15, 60, 0, 60, 15, 0, 30, 0, 0, 60, 30, 0, 0, 60, 0, 60, 15, 0, 30, 60, 0, 60, 0, 0, 15, 60, 0, 0, 15, 0, 30, 60},
{0, 60, 0, 20, 0, 0, 0, 60, 0, 20, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 20, 0, 60, 0, 0, 0, 20, 0, 60, 0, 60, 0, 20, 0, 0, 0, 60, 0, 20, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 20, 0, 60, 0, 0, 0, 20, 0, 60},
{0, 60, 30, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 30, 0, 0, 60, 0, 60, 0, 0, 30, 60, 0, 0, 30, 0, 0, 60, 0, 60, 0, 0, 30, 0, 0, 60, 30, 0, 0, 60, 0, 60, 0, 0, 30, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 30, 60},
{0, 60, 0, 0, 0, 12, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 12, 0, 0, 0, 60, 0, 60, 0, 0, 0, 12, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 12, 0, 0, 0, 60},
{0, 60, 30, 20, 15, 0, 10, 60, 15, 20, 0, 60, 5, 60, 30, 0, 15, 60, 10, 60, 0, 20, 30, 60, 5, 0, 30, 20, 15, 60, 0, 60, 15, 20, 30, 0, 5, 60, 30, 20, 0, 60, 10, 60, 15, 0, 30, 60, 5, 60, 0, 20, 15, 60, 10, 0, 15, 20, 30, 60},
{0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60, 0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60},
{0, 60, 30, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 30, 0, 0, 60, 0, 60, 0, 0, 30, 60, 0, 0, 30, 0, 0, 60, 0, 60, 0, 0, 30, 0, 0, 60, 30, 0, 0, 60, 0, 60, 0, 0, 30, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 30, 60},
{0, 60, 0, 20, 0, 0, 0, 60, 0, 20, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 20, 0, 60, 0, 0, 0, 20, 0, 60, 0, 60, 0, 20, 0, 0, 0, 60, 0, 20, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 20, 0, 60, 0, 0, 0, 20, 0, 60},
{0, 60, 30, 0, 15, 12, 0, 60, 15, 0, 6, 60, 0, 60, 30, 0, 15, 60, 0, 60, 3, 0, 30, 60, 0, 12, 30, 0, 15, 60, 0, 60, 15, 0, 30, 12, 0, 60, 30, 0, 3, 60, 0, 60, 15, 0, 30, 60, 0, 60, 6, 0, 15, 60, 0, 12, 15, 0, 30, 60},
{0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60, 0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60},
{0, 60, 30, 20, 0, 0, 10, 60, 0, 20, 0, 60, 0, 60, 30, 0, 0, 60, 10, 60, 0, 20, 30, 60, 0, 0, 30, 20, 0, 60, 0, 60, 0, 20, 30, 0, 0, 60, 30, 20, 0, 60, 10, 60, 0, 0, 30, 60, 0, 60, 0, 20, 0, 60, 10, 0, 0, 20, 30, 60},
{0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60, 0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60},
{0, 60, 30, 0, 15, 0, 0, 60, 15, 0, 0, 60, 0, 60, 30, 0, 15, 60, 0, 60, 0, 0, 30, 60, 0, 0, 30, 0, 15, 60, 0, 60, 15, 0, 30, 0, 0, 60, 30, 0, 0, 60, 0, 60, 15, 0, 30, 60, 0, 60, 0, 0, 15, 60, 0, 0, 15, 0, 30, 60},
{0, 60, 0, 20, 0, 12, 0, 60, 0, 20, 0, 60, 0, 60, 0, 4, 0, 60, 0, 60, 0, 20, 0, 60, 0, 12, 0, 20, 0, 60, 0, 60, 0, 20, 0, 12, 0, 60, 0, 20, 0, 60, 0, 60, 0, 4, 0, 60, 0, 60, 0, 20, 0, 60, 0, 12, 0, 20, 0, 60},
{0, 60, 30, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 30, 0, 0, 60, 0, 60, 0, 0, 30, 60, 0, 0, 30, 0, 0, 60, 0, 60, 0, 0, 30, 0, 0, 60, 30, 0, 0, 60, 0, 60, 0, 0, 30, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 30, 60},
{0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60, 0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60},
{0, 60, 30, 20, 15, 0, 10, 60, 15, 20, 0, 60, 5, 60, 30, 0, 15, 60, 10, 60, 0, 20, 30, 60, 5, 0, 30, 20, 15, 60, 0, 60, 15, 20, 30, 0, 5, 60, 30, 20, 0, 60, 10, 60, 15, 0, 30, 60, 5, 60, 0, 20, 15, 60, 10, 0, 15, 20, 30, 60},
{0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60, 0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60},
{0, 60, 30, 0, 0, 12, 0, 60, 0, 0, 6, 60, 0, 60, 30, 0, 0, 60, 0, 60, 0, 0, 30, 60, 0, 12, 30, 0, 0, 60, 0, 60, 0, 0, 30, 12, 0, 60, 30, 0, 0, 60, 0, 60, 0, 0, 30, 60, 0, 60, 6, 0, 0, 60, 0, 12, 0, 0, 30, 60},
{0, 60, 0, 20, 0, 0, 0, 60, 0, 20, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 20, 0, 60, 0, 0, 0, 20, 0, 60, 0, 60, 0, 20, 0, 0, 0, 60, 0, 20, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 20, 0, 60, 0, 0, 0, 20, 0, 60},
{0, 60, 30, 0, 15, 0, 0, 60, 15, 0, 0, 60, 0, 60, 30, 0, 15, 60, 0, 60, 0, 0, 30, 60, 0, 0, 30, 0, 15, 60, 0, 60, 15, 0, 30, 0, 0, 60, 30, 0, 0, 60, 0, 60, 15, 0, 30, 60, 0, 60, 0, 0, 15, 60, 0, 0, 15, 0, 30, 60},
{0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60, 0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60},
{0, 60, 30, 20, 0, 0, 10, 60, 0, 20, 0, 60, 0, 60, 30, 0, 0, 60, 10, 60, 0, 20, 30, 60, 0, 0, 30, 20, 0, 60, 0, 60, 0, 20, 30, 0, 0, 60, 30, 20, 0, 60, 10, 60, 0, 0, 30, 60, 0, 60, 0, 20, 0, 60, 10, 0, 0, 20, 30, 60},
{0, 60, 0, 0, 0, 12, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 12, 0, 0, 0, 60, 0, 60, 0, 0, 0, 12, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 12, 0, 0, 0, 60},
{0, 60, 30, 0, 15, 0, 0, 60, 15, 0, 0, 60, 0, 60, 30, 0, 15, 60, 0, 60, 0, 0, 30, 60, 0, 0, 30, 0, 15, 60, 0, 60, 15, 0, 30, 0, 0, 60, 30, 0, 0, 60, 0, 60, 15, 0, 30, 60, 0, 60, 0, 0, 15, 60, 0, 0, 15, 0, 30, 60},
{0, 60, 0, 20, 0, 0, 0, 60, 0, 20, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 20, 0, 60, 0, 0, 0, 20, 0, 60, 0, 60, 0, 20, 0, 0, 0, 60, 0, 20, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 20, 0, 60, 0, 0, 0, 20, 0, 60},
{0, 60, 30, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 30, 0, 0, 60, 0, 60, 0, 0, 30, 60, 0, 0, 30, 0, 0, 60, 0, 60, 0, 0, 30, 0, 0, 60, 30, 0, 0, 60, 0, 60, 0, 0, 30, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 30, 60},
{0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60, 0, 60, 0, 0, 0, 0, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 60, 0, 0, 0, 60, 0, 0, 0, 0, 0, 60},

{1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1},
{0, 6, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 0, 6, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2},
{0, 1, 5, 0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 1, 3, 0, 0, 2, 0, 3, 0, 0, 1, 3, 0, 0, 3, 0, 0, 2, 0, 3, 0, 0, 3, 0, 0, 1, 3, 0, 0, 2, 0, 3, 0, 0, 1, 2, 0, 4, 0, 0, 0, 5, 0, 0, 0, 0, 1, 2},
{0, 2, 0, 4, 0, 0, 0, 2, 0, 2, 0, 2, 0, 4, 0, 0, 0, 2, 0, 2, 0, 2, 0, 4, 0, 0, 0, 2, 0, 2, 0, 2, 0, 4, 0, 0, 0, 2, 0, 2, 0, 2, 0, 4, 0, 0, 0, 2, 0, 2, 0, 2, 0, 4, 0, 0, 0, 2, 0, 2},
{0, 1, 2, 0, 3, 0, 0, 1, 3, 0, 0, 2, 0, 1, 2, 0, 1, 2, 0, 3, 0, 0, 1, 3, 0, 0, 2, 0, 1, 2, 0, 1, 2, 0, 3, 0, 0, 1, 3, 0, 0, 2, 0, 1, 2, 0, 1, 2, 0, 3, 0, 0, 1, 3, 0, 0, 2, 0, 1, 2},
{0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 2},
{0, 1, 1, 3, 0, 0, 1, 2, 0, 2, 0, 2, 0, 1, 3, 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 0, 1, 2, 0, 2, 0, 2, 0, 1, 3, 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 0, 1, 2, 0, 2, 0, 2, 0, 1, 3, 0, 0, 1, 1, 2},
{0, 6, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 0, 6, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2},
{0, 1, 2, 0, 3, 0, 0, 1, 3, 0, 0, 2, 0, 1, 2, 0, 1, 2, 0, 3, 0, 0, 1, 3, 0, 0, 2, 0, 1, 2, 0, 1, 2, 0, 3, 0, 0, 1, 3, 0, 0, 2, 0, 1, 2, 0, 1, 2, 0, 3, 0, 0, 1, 3, 0, 0, 2, 0, 1, 2},
{0, 2, 0, 4, 0, 0, 0, 2, 0, 2, 0, 2, 0, 4, 0, 0, 0, 2, 0, 2, 0, 2, 0, 4, 0, 0, 0, 2, 0, 2, 0, 2, 0, 4, 0, 0, 0, 2, 0, 2, 0, 2, 0, 4, 0, 0, 0, 2, 0, 2, 0, 2, 0, 4, 0, 0, 0, 2, 0, 2},
{0, 1, 3, 0, 0, 2, 0, 3, 0, 0, 1, 2, 0, 1, 3, 0, 0, 2, 0, 3, 0, 0, 1, 2, 0, 1, 3, 0, 0, 2, 0, 3, 0, 0, 1, 2, 0, 1, 3, 0, 0, 2, 0, 3, 0, 0, 1, 2, 0, 1, 3, 0, 0, 2, 0, 3, 0, 0, 1, 2},
{0, 6, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 0, 6, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2},
{0, 1, 1, 1, 2, 0, 1, 1, 1, 2, 0, 1, 1, 1, 2, 0, 1, 1, 1, 2, 0, 1, 1, 1, 2, 0, 1, 1, 1, 2, 0, 1, 1, 1, 2, 0, 1, 1, 1, 2, 0, 1, 1, 1, 2, 0, 1, 1, 1, 2, 0, 1, 1, 1, 2, 0, 1, 1, 1, 2},
{0, 6, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 0, 6, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 2, 0, 4, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2},
{0, 1, 5, 0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 1, 3, 0, 0, 2, 0, 3, 0, 0, 1, 3, 0, 0, 3, 0, 0, 2, 0, 3, 0, 0, 3, 0, 0, 1, 3, 0, 0, 2, 0, 3, 0, 0, 1, 2, 0, 4, 0, 0, 0, 5, 0, 0, 0, 0, 1, 2},
{0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2},
{0, 1, 2, 0, 3, 0, 0, 1, 3, 0, 0, 2, 0, 1, 2, 0, 1, 2, 0, 3, 0, 0, 1, 3, 0, 0, 2, 0, 1, 2, 0, 1, 2, 0, 3, 0, 0, 1, 3, 0, 0, 2, 0, 1, 2, 0, 1, 2, 0, 3, 0, 0, 1, 3, 0, 0, 2, 0, 1, 2},
